Statistical profiling result from isolate-0x3963e20-2320-v8.log, (293642 ticks, 59797 unaccounted, 0 excluded).

 [Shared libraries]:
   ticks  total  nonlib   name
      3    0.0%    0.0%  v8::internal::Builtin_ErrorConstructor(int, unsigned long*, v8::internal::Isolate*)
      3    0.0%    0.0%  v8::TryCatch::SetCaptureMessage(bool)
      3    0.0%    0.0%  operator delete(void*)
      3    0.0%    0.0%  node::StringBytes::Encode(v8::Isolate*, char const*, unsigned long, node::encoding, v8::Local<v8::Value>*)
      3    0.0%    0.0%  node::EnvGetter(v8::Local<v8::Name>, v8::PropertyCallbackInfo<v8::Value> const&)
      3    0.0%    0.0%  memchr
      2    0.0%    0.0%  v8::internal::libc_memcpy(void*, void const*, unsigned long)
      2    0.0%    0.0%  v8::internal::Zone::New(unsigned long)
      2    0.0%    0.0%  v8::internal::Variable* v8::internal::Scope::Lookup<(v8::internal::Scope::ScopeLookupMode)1>(v8::internal::VariableProxy*, v8::internal::Scope*, v8::internal::Scope*, v8::internal::Scope*, bool)
      2    0.0%    0.0%  v8::internal::Variable* v8::internal::Scope::Lookup<(v8::internal::Scope::ScopeLookupMode)0>(v8::internal::VariableProxy*, v8::internal::Scope*, v8::internal::Scope*, v8::internal::Scope*, bool)
      2    0.0%    0.0%  v8::internal::SequentialStringKey<unsigned char>::IsMatch(v8::internal::String)
      2    0.0%    0.0%  v8::internal::Scope::LookupInScopeInfo(v8::internal::AstRawString const*, v8::internal::Scope*)
      2    0.0%    0.0%  v8::internal::Compiler::PostInstantiation(v8::internal::Handle<v8::internal::JSFunction>)
      2    0.0%    0.0%  v8::internal::Call::GetCallType() const
      2    0.0%    0.0%  v8::TryCatch::HasCaught() const
      2    0.0%    0.0%  v8::Isolate::SuppressMicrotaskExecutionScope::~SuppressMicrotaskExecutionScope()
      2    0.0%    0.0%  __lll_lock_wait
      2    0.0%    0.0%  __GI___pthread_mutex_unlock
      2    0.0%    0.0%  _IO_fflush
      1    0.0%    0.0%  v8::internal::Variable::IsGlobalObjectProperty() const
      1    0.0%    0.0%  v8::internal::StringSearch<unsigned char, unsigned short>::InitialSearch(v8::internal::StringSearch<unsigned char, unsigned short>*, v8::internal::Vector<unsigned short const>, int)
      1    0.0%    0.0%  v8::internal::Scope::MustAllocate(v8::internal::Variable*)
      1    0.0%    0.0%  v8::internal::Scope::DeserializeScopeChain(v8::internal::Isolate*, v8::internal::Zone*, v8::internal::ScopeInfo, v8::internal::DeclarationScope*, v8::internal::AstValueFactory*, v8::internal::Scope::DeserializationMode)
      1    0.0%    0.0%  v8::internal::Scope::DeclareVariable(v8::internal::Declaration*, v8::internal::AstRawString const*, int, v8::internal::VariableMode, v8::internal::VariableKind, v8::internal::InitializationFlag, bool*, bool*, bool*)
      1    0.0%    0.0%  v8::internal::Scope::AllocateVariablesRecursively()
      1    0.0%    0.0%  v8::internal::RuntimeCallTimerScope::RuntimeCallTimerScope(v8::internal::Isolate*, v8::internal::RuntimeCallCounterId)
      1    0.0%    0.0%  v8::internal::OptimizedCompilationJob::FinalizeJob(v8::internal::Isolate*)
      1    0.0%    0.0%  v8::internal::ObjectLiteral::CalculateEmitStore(v8::internal::Zone*)
      1    0.0%    0.0%  v8::internal::HandlerTable::LengthForRange(int)
      1    0.0%    0.0%  v8::internal::HandlerTable::HandlerTable(unsigned long, int, v8::internal::HandlerTable::EncodingMode)
      1    0.0%    0.0%  v8::internal::FixedArray::set(int, v8::internal::Object)
      1    0.0%    0.0%  v8::internal::DeclarationScope::DeclareParameter(v8::internal::AstRawString const*, v8::internal::VariableMode, bool, bool, v8::internal::AstValueFactory*, int)
      1    0.0%    0.0%  v8::internal::DeclarationScope::DeclareDefaultFunctionVariables(v8::internal::AstValueFactory*)
      1    0.0%    0.0%  v8::internal::DeclarationScope::DeclarationScope(v8::internal::Zone*, v8::internal::Scope*, v8::internal::ScopeType, v8::internal::FunctionKind)
      1    0.0%    0.0%  v8::internal::DeclarationScope::DeclarationScope(v8::internal::Zone*, v8::internal::AstValueFactory*)
      1    0.0%    0.0%  v8::internal::Builtin_StringPrototypeToUpperCaseIntl(int, unsigned long*, v8::internal::Isolate*)
      1    0.0%    0.0%  v8::internal::Builtin_ObjectGetOwnPropertyDescriptors(int, unsigned long*, v8::internal::Isolate*)
      1    0.0%    0.0%  v8::internal::Builtin_GlobalDecodeURIComponent(int, unsigned long*, v8::internal::Isolate*)
      1    0.0%    0.0%  v8::internal::Builtin_ArrayUnshift(int, unsigned long*, v8::internal::Isolate*)
      1    0.0%    0.0%  v8::internal::Builtin_ArrayConcat(int, unsigned long*, v8::internal::Isolate*)
      1    0.0%    0.0%  v8::internal::AstValueFactory::NewConsString()
      1    0.0%    0.0%  v8::internal::AstValueFactory::Internalize(v8::internal::Isolate*)
      1    0.0%    0.0%  v8::internal::Accessors::FunctionPrototypeGetter(v8::Local<v8::Name>, v8::PropertyCallbackInfo<v8::Value> const&)
      1    0.0%    0.0%  v8::internal::Accessors::FunctionNameGetter(v8::Local<v8::Name>, v8::PropertyCallbackInfo<v8::Value> const&)
      1    0.0%    0.0%  v8::Value::IsTrue() const
      1    0.0%    0.0%  v8::Isolate::InContext()
      1    0.0%    0.0%  strlen
      1    0.0%    0.0%  std::ostreambuf_iterator<char, std::char_traits<char> > std::num_put<char, std::ostreambuf_iterator<char, std::char_traits<char> > >::_M_insert_int<long>(std::ostreambuf_iterator<char, std::char_traits<char> >, std::ios_base&, char, long) const
      1    0.0%    0.0%  std::ostream::sentry::sentry(std::ostream&)
      1    0.0%    0.0%  std::ostream::operator<<(int)
      1    0.0%    0.0%  std::locale::id::_M_id() const
      1    0.0%    0.0%  std::ios_base::_M_dispose_callbacks()
      1    0.0%    0.0%  std::_Rb_tree_insert_and_rebalance(bool, std::_Rb_tree_node_base*, std::_Rb_tree_node_base*, std::_Rb_tree_node_base&)
      1    0.0%    0.0%  std::_Rb_tree_increment(std::_Rb_tree_node_base const*)
      1    0.0%    0.0%  std::_Hashtable<int, int, std::allocator<int>, std::__detail::_Identity, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::_M_insert_unique_node(unsigned long, unsigned long, std::__detail::_Hash_node<int, false>*)
      1    0.0%    0.0%  operator new[](unsigned long)
      1    0.0%    0.0%  node::worker::Worker::New(v8::FunctionCallbackInfo<v8::Value> const&)
      1    0.0%    0.0%  memcpy
      1    0.0%    0.0%  bool std::has_facet<std::num_put<char, std::ostreambuf_iterator<char, std::char_traits<char> > > >(std::locale const&)
      1    0.0%    0.0%  _IO_file_write
      1    0.0%    0.0%  _IO_file_sync

 [Bottom up (heavy) profile]:
  Note: percentage shows a share of a particular caller in the total
  amount of its parent calls.
  Callers occupying less than 1.0% are not shown.

   ticks parent  name
  166671   56.8%  epoll_pwait

  59797   20.4%  UNKNOWN
  45320   75.8%    LazyCompile: *_transform /home/runner/dbdjs/node_modules/prism-media/src/opus/Opus.js:153:19
  45273   99.9%      LazyCompile: *Transform._read _stream_transform.js:186:37
  44686   98.7%        LazyCompile: *pipeOnDrainFunctionResult _stream_readable.js:791:44
  40179   89.9%          LazyCompile: *afterWrite _stream_writable.js:480:20
  40179  100.0%            LazyCompile: *<anonymous> /home/runner/dbdjs/node_modules/discord.js/src/client/voice/dispatcher/StreamDispatcher.js:235:18
   4507   10.1%          LazyCompile: *emit events.js:262:44
   3930   87.2%            LazyCompile: *onwrite _stream_writable.js:431:17
    577   12.8%            LazyCompile: ~afterWrite _stream_writable.js:480:20
    474    1.0%        LazyCompile: *Readable.read _stream_readable.js:378:35
    464   97.9%          LazyCompile: *flow _stream_readable.js:1004:14
    464  100.0%            LazyCompile: ~pipeOnDrainFunctionResult _stream_readable.js:791:44
     10    2.1%          LazyCompile: *pipeOnDrainFunctionResult _stream_readable.js:791:44
     10  100.0%            LazyCompile: *emit events.js:262:44
  13719   22.9%    LazyCompile: *Transform._read _stream_transform.js:186:37
  13719  100.0%      LazyCompile: *pipeOnDrainFunctionResult _stream_readable.js:791:44
  13412   97.8%        LazyCompile: *emit events.js:262:44
  13412  100.0%          LazyCompile: *onwrite _stream_writable.js:431:17
  12319   91.9%            LazyCompile: *_transform /home/runner/dbdjs/node_modules/prism-media/src/core/VolumeTransformer.js:57:13
   1093    8.1%            LazyCompile: *afterTransform _stream_transform.js:82:24
    307    2.2%        LazyCompile: ~emit events.js:262:44
    307  100.0%          LazyCompile: *onwrite _stream_writable.js:431:17
    307  100.0%            LazyCompile: *_transform /home/runner/dbdjs/node_modules/prism-media/src/core/VolumeTransformer.js:57:13

  27234    9.3%  /usr/local/bin/node
   4537   16.7%    /usr/local/bin/node
    782   17.2%      LazyCompile: *lookup dns.js:92:16
    782  100.0%        LazyCompile: *Socket.send dgram.js:554:33
    759   97.1%          LazyCompile: *<anonymous> /home/runner/dbdjs/node_modules/discord.js/src/client/voice/networking/VoiceUDPClient.js:77:24
    428   56.4%            LazyCompile: *_write /home/runner/dbdjs/node_modules/discord.js/src/client/voice/dispatcher/StreamDispatcher.js:98:9
    331   43.6%            RegExp: ^win
     23    2.9%          LazyCompile: *_playChunk /home/runner/dbdjs/node_modules/discord.js/src/client/voice/dispatcher/StreamDispatcher.js:251:13
     23  100.0%            LazyCompile: ~_write /home/runner/dbdjs/node_modules/discord.js/src/client/voice/dispatcher/StreamDispatcher.js:98:9
    459   10.1%      LazyCompile: *setTimeout timers.js:133:20
    236   51.4%        LazyCompile: *_write /home/runner/dbdjs/node_modules/discord.js/src/client/voice/dispatcher/StreamDispatcher.js:98:9
    236  100.0%          LazyCompile: *ondata _stream_readable.js:716:18
    236  100.0%            LazyCompile: *pipeOnDrainFunctionResult _stream_readable.js:791:44
    222   48.4%        RegExp: ^v0\.8\.
    222  100.0%          LazyCompile: *ondata _stream_readable.js:716:18
    222  100.0%            LazyCompile: *pipeOnDrainFunctionResult _stream_readable.js:791:44
    459   10.1%      LazyCompile: *processTicksAndRejections internal/process/task_queues.js:69:35
    439    9.7%      /usr/local/bin/node
    127   28.9%        LazyCompile: ~_clone /home/runner/dbdjs/node_modules/discord.js/src/structures/Presence.js:261:9
    127  100.0%          LazyCompile: ~<anonymous> /home/runner/dbdjs/node_modules/discord.js/src/structures/Presence.js:114:65
    127  100.0%            /usr/local/bin/node
    109   24.8%        LazyCompile: *processTicksAndRejections internal/process/task_queues.js:69:35
     70   15.9%        LazyCompile: *_clone /home/runner/dbdjs/node_modules/discord.js/src/structures/Presence.js:112:9
     70  100.0%          LazyCompile: ~handle /home/runner/dbdjs/node_modules/discord.js/src/client/actions/PresenceUpdate.js:7:9
     70  100.0%            LazyCompile: ~module.exports /home/runner/dbdjs/node_modules/discord.js/src/client/websocket/handlers/PRESENCE_UPDATE.js:3:18
     36    8.2%        LazyCompile: ~_clone /home/runner/dbdjs/node_modules/discord.js/src/structures/Presence.js:112:9
     36  100.0%          LazyCompile: ~handle /home/runner/dbdjs/node_modules/discord.js/src/client/actions/PresenceUpdate.js:7:9
     36  100.0%            LazyCompile: ~module.exports /home/runner/dbdjs/node_modules/discord.js/src/client/websocket/handlers/PRESENCE_UPDATE.js:3:18
     19    4.3%        LazyCompile: ~module.exports /home/runner/dbdjs/package/handlers/updateCommands.js:3:18
     19  100.0%          LazyCompile: ~module.exports /home/runner/dbdjs/package/events/messageUpdate.js:3:18
     19  100.0%            LazyCompile: ~<anonymous> /home/runner/dbdjs/package/classes/bot.js:839:32
     11    2.5%        LazyCompile: ~interpreter /home/runner/dbdjs/package/interpreter.js:7:21
      6   54.5%          LazyCompile: ~f /home/runner/dbdjs/package/events/ready.js:73:15
      6  100.0%            LazyCompile: ~<anonymous> /home/runner/dbdjs/package/events/ready.js:90:18
      3   27.3%          LazyCompile: ~CommandHandler /home/runner/dbdjs/package/handlers/commands.js:6:24
      3  100.0%            LazyCompile: ~Message /home/runner/dbdjs/package/events/message.js:4:17
      1    9.1%          LazyCompile: ~module.exports /home/runner/dbdjs/package/handlers/musicEndCommands.js:3:18
      1  100.0%            /usr/local/bin/node
      1    9.1%          LazyCompile: ~module.exports /home/runner/dbdjs/package/handlers/leaveCommands.js:3:18
      1  100.0%            LazyCompile: ~module.exports /home/runner/dbdjs/package/events/guildMemberRemove.js:3:18
      9    2.1%        LazyCompile: ~_clone /home/runner/dbdjs/node_modules/discord.js/src/structures/Base.js:20:9
      6   66.7%          LazyCompile: ~patch /home/runner/dbdjs/node_modules/discord.js/src/structures/Message.js:243:8
      6  100.0%            LazyCompile: ~handle /home/runner/dbdjs/node_modules/discord.js/src/client/actions/MessageUpdate.js:6:9
      2   22.2%          LazyCompile: ~handle /home/runner/dbdjs/node_modules/discord.js/src/client/actions/PresenceUpdate.js:7:9
      2  100.0%            LazyCompile: ~module.exports /home/runner/dbdjs/node_modules/discord.js/src/client/websocket/handlers/PRESENCE_UPDATE.js:3:18
      1   11.1%          LazyCompile: ~_clone /home/runner/dbdjs/node_modules/discord.js/src/structures/GuildMember.js:86:9
      1  100.0%            LazyCompile: ~handle /home/runner/dbdjs/node_modules/discord.js/src/client/actions/GuildMemberUpdate.js:7:9
    257    5.7%      RegExp: \$onlyIf\[
    256   99.6%        LazyCompile: *afterDns dgram.js:639:20
    256  100.0%          LazyCompile: *processTicksAndRejections internal/process/task_queues.js:69:35
    241    5.3%      LazyCompile: *<anonymous> /home/runner/dbdjs/node_modules/discord.js/src/client/voice/networking/VoiceUDPClient.js:80:89
    241  100.0%        LazyCompile: *processTicksAndRejections internal/process/task_queues.js:69:35
    220    4.8%      LazyCompile: *add /home/runner/dbdjs/node_modules/discord.js/src/managers/BaseManager.js:44:6
    220  100.0%        LazyCompile: *processTimers internal/timers.js:482:25
    195    4.3%      LazyCompile: *emitReadable _stream_readable.js:542:22
    195  100.0%        RegExp: \$title
    153   78.5%          LazyCompile: *_transform /home/runner/dbdjs/node_modules/prism-media/src/opus/Opus.js:153:19
    153  100.0%            /usr/local/bin/node
     42   21.5%          LazyCompile: *Transform._read _stream_transform.js:186:37
     42  100.0%            LazyCompile: *pipeOnDrainFunctionResult _stream_readable.js:791:44
    162    3.6%      RegExp: \$sub
     92   56.8%        LazyCompile: *_transform /home/runner/dbdjs/node_modules/prism-media/src/opus/Opus.js:153:19
     92  100.0%          /usr/local/bin/node
     92  100.0%            /usr/local/bin/node
     29   17.9%        LazyCompile: *_transform /home/runner/dbdjs/node_modules/prism-media/src/core/VolumeTransformer.js:57:13
     29  100.0%          LazyCompile: *Transform._read _stream_transform.js:186:37
     29  100.0%            LazyCompile: *pipeOnDrainFunctionResult _stream_readable.js:791:44
     24   14.8%        LazyCompile: *Transform._read _stream_transform.js:186:37
     24  100.0%          LazyCompile: *pipeOnDrainFunctionResult _stream_readable.js:791:44
     23   95.8%            LazyCompile: *emit events.js:262:44
      1    4.2%            LazyCompile: ~emit events.js:262:44
      8    4.9%        LazyCompile: *Transform.push _stream_transform.js:150:36
      4   50.0%          LazyCompile: *_readTag /home/runner/dbdjs/node_modules/prism-media/src/core/WebmBase.js:100:11
      3   75.0%            LazyCompile: *_transform /home/runner/dbdjs/node_modules/prism-media/src/core/WebmBase.js:29:13
      1   25.0%            LazyCompile: ~_transform /home/runner/dbdjs/node_modules/prism-media/src/core/WebmBase.js:29:13
      2   25.0%          LazyCompile: ~_transform /home/runner/dbdjs/node_modules/prism-media/src/core/VolumeTransformer.js:57:13
      2  100.0%            LazyCompile: *Transform._read _stream_transform.js:186:37
      1   12.5%          LazyCompile: ~_transform /home/runner/dbdjs/node_modules/prism-media/src/opus/Opus.js:184:13
      1  100.0%            LazyCompile: *Transform._read _stream_transform.js:186:37
      1   12.5%          LazyCompile: ~_transform /home/runner/dbdjs/node_modules/prism-media/src/opus/Opus.js:153:19
      1  100.0%            /usr/local/bin/node
      4    2.5%        LazyCompile: ~Readable.push _stream_readable.js:212:35
      4  100.0%          LazyCompile: ~onStreamRead internal/stream_base_commons.js:165:22
      4    2.5%        LazyCompile: *afterTransform _stream_transform.js:82:24
      4  100.0%          LazyCompile: ~PassThrough._transform _stream_passthrough.js:45:44
      2   50.0%            LazyCompile: *Transform._write _stream_transform.js:169:38
      2   50.0%            LazyCompile: *Transform._read _stream_transform.js:186:37
    105    2.3%      LazyCompile: *_write /home/runner/dbdjs/node_modules/discord.js/src/client/voice/dispatcher/StreamDispatcher.js:98:9
    105  100.0%        LazyCompile: *ondata _stream_readable.js:716:18
    105  100.0%          LazyCompile: *pipeOnDrainFunctionResult _stream_readable.js:791:44
    105  100.0%            LazyCompile: *afterWrite _stream_writable.js:480:20
    100    2.2%      RegExp: ^v0\.8\.
    100  100.0%        LazyCompile: *ondata _stream_readable.js:716:18
    100  100.0%          LazyCompile: *pipeOnDrainFunctionResult _stream_readable.js:791:44
     79   79.0%            LazyCompile: *afterWrite _stream_writable.js:480:20
     21   21.0%            LazyCompile: *emit events.js:262:44
     64    1.4%      LazyCompile: *get /home/runner/dbdjs/node_modules/@discordjs/collection/dist/index.js:34:8
     43   67.2%        LazyCompile: ~handle /home/runner/dbdjs/node_modules/discord.js/src/client/actions/PresenceUpdate.js:7:9
     43  100.0%          LazyCompile: ~module.exports /home/runner/dbdjs/node_modules/discord.js/src/client/websocket/handlers/PRESENCE_UPDATE.js:3:18
     43  100.0%            LazyCompile: ~handlePacket /home/runner/dbdjs/node_modules/discord.js/src/client/websocket/WebSocketManager.js:368:15
      6    9.4%        LazyCompile: ~getPayload /home/runner/dbdjs/node_modules/discord.js/src/client/actions/Action.js:26:13
      6  100.0%          LazyCompile: ~getChannel /home/runner/dbdjs/node_modules/discord.js/src/client/actions/Action.js:34:13
      3   50.0%            LazyCompile: ~handle /home/runner/dbdjs/node_modules/discord.js/src/client/actions/TypingStart.js:8:9
      2   33.3%            LazyCompile: ~handle /home/runner/dbdjs/node_modules/discord.js/src/client/actions/MessageUpdate.js:6:9
      1   16.7%            LazyCompile: ~handle /home/runner/dbdjs/node_modules/discord.js/src/client/actions/MessageDelete.js:7:9
      5    7.8%        LazyCompile: ~add /home/runner/dbdjs/node_modules/discord.js/src/managers/BaseManager.js:44:6
      1   20.0%          LazyCompile: ~add /home/runner/dbdjs/node_modules/discord.js/src/managers/MessageManager.js:29:6
      1  100.0%            LazyCompile: ~handle /home/runner/dbdjs/node_modules/discord.js/src/client/actions/MessageCreate.js:7:9
      1   20.0%          LazyCompile: ~add /home/runner/dbdjs/node_modules/discord.js/src/managers/GuildMemberManager.js:30:6
      1  100.0%            LazyCompile: ~getUserFromMember /home/runner/dbdjs/node_modules/discord.js/src/client/actions/Action.js:92:20
      1   20.0%          LazyCompile: ~_patch /home/runner/dbdjs/node_modules/discord.js/src/structures/Message.js:47:9
      1  100.0%            LazyCompile: ~Message /home/runner/dbdjs/node_modules/discord.js/src/structures/Message.js:29:14
      1   20.0%          LazyCompile: ~_patch /home/runner/dbdjs/node_modules/discord.js/src/structures/Invite.js:18:9
      1  100.0%            LazyCompile: ~Invite /home/runner/dbdjs/node_modules/discord.js/src/structures/Invite.js:13:14
      1   20.0%          LazyCompile: ~_patch /home/runner/dbdjs/node_modules/discord.js/src/structures/GuildMember.js:71:9
      1  100.0%            LazyCompile: ~add /home/runner/dbdjs/node_modules/discord.js/src/managers/BaseManager.js:44:6
      4    6.3%        LazyCompile: ~add /home/runner/dbdjs/node_modules/discord.js/src/managers/PresenceManager.js:21:6
      4  100.0%          LazyCompile: ~handle /home/runner/dbdjs/node_modules/discord.js/src/client/actions/PresenceUpdate.js:7:9
      4  100.0%            LazyCompile: ~module.exports /home/runner/dbdjs/node_modules/discord.js/src/client/websocket/handlers/PRESENCE_UPDATE.js:3:18
      3    4.7%        LazyCompile: ~trigger /home/runner/dbdjs/package/handlers/typingStopHandling.js:12:17
      3  100.0%          LazyCompile: ~<anonymous> /home/runner/dbdjs/package/handlers/typingStopHandling.js:25:32
      3  100.0%            LazyCompile: *add /home/runner/dbdjs/node_modules/discord.js/src/managers/BaseManager.js:44:6
      2    3.1%        LazyCompile: ~handle /home/runner/dbdjs/node_modules/discord.js/src/client/actions/MessageCreate.js:7:9
      2  100.0%          LazyCompile: ~module.exports /home/runner/dbdjs/node_modules/discord.js/src/client/websocket/handlers/MESSAGE_CREATE.js:3:18
      2  100.0%            LazyCompile: ~handlePacket /home/runner/dbdjs/node_modules/discord.js/src/client/websocket/WebSocketManager.js:368:15
      1    1.6%        LazyCompile: ~get everyone /home/runner/dbdjs/node_modules/discord.js/src/managers/RoleManager.js:132:15
      1  100.0%          LazyCompile: ~get _roles /home/runner/dbdjs/node_modules/discord.js/src/managers/GuildMemberRoleManager.js:30:13
      1  100.0%            LazyCompile: ~get cache /home/runner/dbdjs/node_modules/discord.js/src/managers/GuildMemberRoleManager.js:40:12
     62    1.4%      LazyCompile: *_step /home/runner/dbdjs/node_modules/discord.js/src/client/voice/dispatcher/StreamDispatcher.js:228:8
     62  100.0%        LazyCompile: ~_write /home/runner/dbdjs/node_modules/discord.js/src/client/voice/dispatcher/StreamDispatcher.js:98:9
     62  100.0%          LazyCompile: *ondata _stream_readable.js:716:18
     48   77.4%            LazyCompile: *pipeOnDrainFunctionResult _stream_readable.js:791:44
     12   19.4%            LazyCompile: *Readable.read _stream_readable.js:378:35
      1    1.6%            LazyCompile: *exports.cutAfterJSON /home/runner/dbdjs/node_modules/ytdl-core/lib/utils.js:58:24
      1    1.6%            LazyCompile: *emit events.js:262:44
     53    1.2%      LazyCompile: *_clone /home/runner/dbdjs/node_modules/discord.js/src/structures/Presence.js:112:9
     53  100.0%        LazyCompile: ~handle /home/runner/dbdjs/node_modules/discord.js/src/client/actions/PresenceUpdate.js:7:9
     53  100.0%          LazyCompile: ~module.exports /home/runner/dbdjs/node_modules/discord.js/src/client/websocket/handlers/PRESENCE_UPDATE.js:3:18
     53  100.0%            LazyCompile: ~handlePacket /home/runner/dbdjs/node_modules/discord.js/src/client/websocket/WebSocketManager.js:368:15
     51    1.1%      LazyCompile: *nextTick internal/process/task_queues.js:105:18
     32   62.7%        LazyCompile: ~lookup dns.js:92:16
     23   71.9%          LazyCompile: *Socket.send dgram.js:554:33
     13   56.5%            LazyCompile: ~<anonymous> /home/runner/dbdjs/node_modules/discord.js/src/client/voice/networking/VoiceUDPClient.js:77:24
      5   21.7%            LazyCompile: *<anonymous> /home/runner/dbdjs/node_modules/discord.js/src/client/voice/networking/VoiceUDPClient.js:77:24
      2    8.7%            LazyCompile: *_playChunk /home/runner/dbdjs/node_modules/discord.js/src/client/voice/dispatcher/StreamDispatcher.js:251:13
      2    8.7%            LazyCompile: *Readable.read _stream_readable.js:378:35
      1    4.3%            LazyCompile: ~_playChunk /home/runner/dbdjs/node_modules/discord.js/src/client/voice/dispatcher/StreamDispatcher.js:251:13
      9   28.1%          LazyCompile: ~lookup4 internal/dgram.js:17:17
      9  100.0%            LazyCompile: ~Socket.send dgram.js:554:33
      7   13.7%        LazyCompile: ~emitReadable _stream_readable.js:542:22
      6   85.7%          RegExp: \$title
      4   66.7%            LazyCompile: *_transform /home/runner/dbdjs/node_modules/prism-media/src/opus/Opus.js:153:19
      2   33.3%            LazyCompile: *Transform.push _stream_transform.js:150:36
      1   14.3%          LazyCompile: ~addChunk _stream_readable.js:287:18
      1  100.0%            LazyCompile: ~readableAddChunk _stream_readable.js:221:26
      5    9.8%        LazyCompile: ~maybeReadMore _stream_readable.js:581:23
      4   80.0%          LazyCompile: ~addChunk _stream_readable.js:287:18
      4  100.0%            LazyCompile: ~readableAddChunk _stream_readable.js:221:26
      1   20.0%          LazyCompile: *readableAddChunk _stream_readable.js:221:26
      1  100.0%            LazyCompile: ~Readable.push _stream_readable.js:212:35
      5    9.8%        LazyCompile: ~doSend dgram.js:654:16
      5  100.0%          LazyCompile: ~defaultTriggerAsyncIdScope internal/async_hooks.js:355:36
      5  100.0%            LazyCompile: ~afterDns dgram.js:639:20
      2    3.9%        LazyCompile: ~resume _stream_readable.js:973:16
      2  100.0%          LazyCompile: ~Readable.resume _stream_readable.js:959:37
      2  100.0%            LazyCompile: ~Socket.resume net.js:611:35
     50    1.1%      LazyCompile: *_transform /home/runner/dbdjs/node_modules/prism-media/src/opus/Opus.js:153:19
     44   88.0%        /usr/local/bin/node
     44  100.0%          /usr/local/bin/node
     44  100.0%            LazyCompile: *processTicksAndRejections internal/process/task_queues.js:69:35
      6   12.0%        LazyCompile: *Transform._read _stream_transform.js:186:37
      4   66.7%          LazyCompile: *pipeOnDrainFunctionResult _stream_readable.js:791:44
      4  100.0%            LazyCompile: *afterWrite _stream_writable.js:480:20
      2   33.3%          LazyCompile: *Readable.read _stream_readable.js:378:35
      2  100.0%            LazyCompile: *pipeOnDrainFunctionResult _stream_readable.js:791:44
   2766   10.2%    LazyCompile: *_transform /home/runner/dbdjs/node_modules/prism-media/src/opus/Opus.js:153:19
   2506   90.6%      LazyCompile: *Transform._read _stream_transform.js:186:37
   2473   98.7%        LazyCompile: *pipeOnDrainFunctionResult _stream_readable.js:791:44
   2234   90.3%          LazyCompile: *afterWrite _stream_writable.js:480:20
   2234  100.0%            LazyCompile: *<anonymous> /home/runner/dbdjs/node_modules/discord.js/src/client/voice/dispatcher/StreamDispatcher.js:235:18
    239    9.7%          LazyCompile: *emit events.js:262:44
    216   90.4%            LazyCompile: *onwrite _stream_writable.js:431:17
     23    9.6%            LazyCompile: ~afterWrite _stream_writable.js:480:20
     28    1.1%        LazyCompile: *Readable.read _stream_readable.js:378:35
     28  100.0%          LazyCompile: *flow _stream_readable.js:1004:14
     28  100.0%            LazyCompile: ~pipeOnDrainFunctionResult _stream_readable.js:791:44
    260    9.4%      /usr/local/bin/node
    260  100.0%        /usr/local/bin/node
    260  100.0%          LazyCompile: *processTicksAndRejections internal/process/task_queues.js:69:35
   1579    5.8%    LazyCompile: *pipeOnDrainFunctionResult _stream_readable.js:791:44
   1096   69.4%      LazyCompile: *afterWrite _stream_writable.js:480:20
   1096  100.0%        LazyCompile: *<anonymous> /home/runner/dbdjs/node_modules/discord.js/src/client/voice/dispatcher/StreamDispatcher.js:235:18
   1096  100.0%          LazyCompile: *add /home/runner/dbdjs/node_modules/discord.js/src/managers/BaseManager.js:44:6
   1096  100.0%            LazyCompile: *processTimers internal/timers.js:482:25
    475   30.1%      LazyCompile: *emit events.js:262:44
    451   94.9%        LazyCompile: *onwrite _stream_writable.js:431:17
    179   39.7%          LazyCompile: *_transform /home/runner/dbdjs/node_modules/prism-media/src/opus/Opus.js:153:19
    179  100.0%            /usr/local/bin/node
    124   27.5%          LazyCompile: *_transform /home/runner/dbdjs/node_modules/prism-media/src/core/VolumeTransformer.js:57:13
    124  100.0%            LazyCompile: *Transform._read _stream_transform.js:186:37
    105   23.3%          LazyCompile: *<anonymous> /home/runner/dbdjs/node_modules/discord.js/src/client/voice/dispatcher/StreamDispatcher.js:235:18
    105  100.0%            LazyCompile: *add /home/runner/dbdjs/node_modules/discord.js/src/managers/BaseManager.js:44:6
     23    5.1%          LazyCompile: *Transform._read _stream_transform.js:186:37
     23  100.0%            LazyCompile: *pipeOnDrainFunctionResult _stream_readable.js:791:44
      8    1.8%          LazyCompile: *add /home/runner/dbdjs/node_modules/discord.js/src/managers/BaseManager.js:44:6
      8  100.0%            LazyCompile: *processTimers internal/timers.js:482:25
      6    1.3%          LazyCompile: *afterTransform _stream_transform.js:82:24
      6  100.0%            LazyCompile: ~_transform /home/runner/dbdjs/node_modules/prism-media/src/core/VolumeTransformer.js:57:13
      6    1.3%          LazyCompile: *_transform /home/runner/dbdjs/node_modules/prism-media/src/core/WebmBase.js:29:13
      6  100.0%            LazyCompile: *Transform._read _stream_transform.js:186:37
     24    5.1%        LazyCompile: ~afterWrite _stream_writable.js:480:20
